           ,       ,        ,stdR               ,stdR              ,stdR              ,stdR              ,stdR               ,stdR               ,stdR              ,stdR              ,stdR              ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdTheta               ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta             ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta             ,stdTheta             ,stdTheta            ,stdTheta             ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta
2018090600 ,37     ,53      ,111.25002202246974 ,87.03580240337881 ,87.73572134541324 ,84.2625877836659  ,106.29923094735916 ,103.23707861035201 ,88.81213092815642 ,82.81376817896889 ,89.50289436660694 ,111.64587050133113 ,85.39605201647205  ,82.81317346895963  ,76.37590850523482  ,69.9746732754073   ,77.25181745434861  ,76.77598908512999  ,80.85346807651482  ,79.76936755421846  ,65.43124635829582  ,80.11113842656337  ,77.45155130789827  ,82.00581564742832  ,                   ,85.03605117830908  ,-0.0006292134001088663 ,0.3342131190590905  ,0.3920205579453636  ,0.27658800183476023 ,0.049314792383267775 ,0.20286662988149104 ,0.13110060807096058 ,0.19085939564734922 ,0.2725137878437046  ,0.0474893753778705   ,0.09134900851485465  ,0.16852348841661302 ,0.07693256287571403  ,0.06650162068927343 ,0.4655579922273191  ,0.16446346735505932 ,0.3453368060021543  ,0.20860673448829342 ,0.2888803860785007  ,0.2550300972945442  ,0.13755131999225798 ,0.4124174240086931  ,                    ,0.4415575678651375
2018090600 ,37     ,54      ,111.49014530441693 ,87.12883850941662 ,87.94657696579215 ,84.69274939450247 ,106.51910861437023 ,103.36301321072253 ,89.25105265485668 ,83.2527266820733  ,89.64626093708539 ,111.63281327638393 ,85.80105943401864  ,83.07750176792752  ,77.22842287655497  ,70.52478854984254  ,77.60636893966885  ,77.52712686537531  ,81.56164110658882  ,80.63943762204694  ,65.88720664893906  ,80.89786770984759  ,78.27132808378812  ,82.53397482249355  ,                   ,85.66946071967536  ,-0.0016144931707299391 ,0.3323849761854294  ,0.3858695013674194  ,0.2697523041075461  ,0.04526555340576529  ,0.19768016282104112 ,0.12807947562948357 ,0.18837321285639552 ,0.271603672537709   ,0.0429217084433643   ,0.08787420273185932  ,0.16346664314387438 ,0.07348468354166965  ,0.0662663396352842  ,0.45765448073168713 ,0.1589354698384168  ,0.337143498833507   ,0.20505647474070712 ,0.2833448565764262  ,0.24662758982907984 ,0.13300743622132097 ,0.40460541744984163 ,                    ,0.432530064824779
2018090600 ,37     ,55      ,111.4902583188325  ,87.21920086769885 ,88.14587738516192 ,85.13463220100266 ,106.73156046830759 ,103.48381999133971 ,89.68085916180776 ,83.70757193946078 ,89.75811996694226 ,111.62285429068727 ,86.18547963549312  ,83.32577032347196  ,78.08253645982563  ,71.04563392637158  ,77.95641410429292  ,78.2790597797393   ,82.24980547089459  ,81.51450913794427  ,66.35064732163507  ,81.7070039837467   ,79.08276993125621  ,83.03170779888849  ,                   ,86.30063325376008  ,-0.002152656106248278  ,0.3308148456649942  ,0.3799375729266365  ,0.26332627351284243 ,0.041424151623885436 ,0.19261979355852235 ,0.12510185138478597 ,0.1862432574634607  ,0.27067848522517224 ,0.03853211122025745  ,0.08422042708331574  ,0.15859838044360616 ,0.07023988849871488  ,0.06620301234783225 ,0.4501659244174264  ,0.1533874789993514  ,0.3289402494203656  ,0.20182243883249315 ,0.27817544569008273 ,0.23871538715581322 ,0.12857404790311774 ,0.3968107387842862  ,                    ,0.42368342000414994
2018090600 ,37     ,56      ,111.66037658901209 ,87.30354918329495 ,88.33695942242974 ,85.57286485796769 ,106.93672007313485 ,103.61896013761188 ,90.10152773399572 ,84.1799560465554  ,89.82617268925577 ,111.61607455917807 ,86.54194358806602  ,83.5645887921433   ,78.94743187716747  ,71.53787039044424  ,78.31079172119256  ,79.02494036694998  ,82.93395565147004  ,82.38851619006135  ,66.81314017466924  ,82.52344454759508  ,79.89573455448044  ,83.51426045891805  ,                   ,86.9384615690892   ,-0.002597164140764415  ,0.3293933946763709  ,0.3743260900241261  ,0.2571095873066874  ,0.037881925044947785 ,0.18764817299733544 ,0.12216618165501672 ,0.18458172253956062 ,0.2696596733651436  ,0.03441043711584095  ,0.08074223447551765  ,0.15365922688008832 ,0.06705685639979     ,0.06644728414463053 ,0.44274473055519664 ,0.1480890367444438  ,0.3205303918053397  ,0.19915704338864898 ,0.27293375655831653 ,0.2310767899677355  ,0.12423079794417712 ,0.3894672686293334  ,                    ,0.41496590889589374
2018090600 ,37     ,57      ,111.89054741129833 ,87.38182877463711 ,88.51576130836813 ,86.0243128423587  ,107.13391106461108 ,103.74062367269632 ,90.5241558922258  ,84.65621064044858 ,89.85044518531892 ,111.59211307256442 ,86.86953551159347  ,83.78565509680043  ,79.79315070856646  ,72.01149144407438  ,78.6645949585962   ,79.76452469613294  ,83.61435881473946  ,83.25524247757615  ,67.27044670581579  ,83.34151246527748  ,80.70144546413032  ,83.98270833927661  ,                   ,87.58280025210429  ,-0.003128062011283656  ,0.32811989501530536 ,0.368925827353659   ,0.25140690434423413 ,0.03454308619590023  ,0.1829142308477338  ,0.11936750472979706 ,0.18317104319569819 ,0.2685459589347911  ,0.030562472777682342 ,0.07731928491477949  ,0.14878371907691287 ,0.06395885787237213  ,0.06698384126003439 ,0.43555967847755794 ,0.1430317656522093  ,0.31229546551375836 ,0.19668887948132266 ,0.26794696278214974 ,0.2239658925331363  ,0.1201129776633569  ,0.38229738037138133 ,                    ,0.4063760208138396
2018090600 ,37     ,58      ,111.84057939764082 ,87.45399076085664 ,88.6819987370605  ,86.47369831341781 ,107.32292299411156 ,103.86637954603019 ,90.94632372998922 ,85.16394542293118 ,89.83797025756982 ,111.56061356948518 ,87.1981375947904   ,84.01716550800795  ,80.65021016711611  ,72.44589981496537  ,79.00838689658207  ,80.50748847157014  ,84.28780457456465  ,84.10670603465576  ,67.72940351132587  ,84.17017642847138  ,81.49856501804189  ,84.44048318194301  ,                   ,88.22428803906553  ,-0.003218873003057332  ,0.3269936811836947  ,0.3637330811984735  ,0.24601641447924782 ,0.03140572351637725  ,0.17828623793050205 ,0.11648565166532741 ,0.1818279553009593  ,0.26719902780977356 ,0.026984122977920712 ,0.07392209424892808  ,0.14379912102048747 ,0.06104208222052801  ,0.06768835429065599 ,0.4286596274255208  ,0.13819057026882314 ,0.304116359981282   ,0.19455081632280555 ,0.26302763237017707 ,0.2173416441701761  ,0.11609084566177214 ,0.3754043805654498  ,                    ,0.3979561351578456
2018090600 ,37     ,59      ,111.85086544144394 ,87.51678981772582 ,88.83891264530426 ,86.93272628878034 ,107.49356306309696 ,103.98796324575264 ,91.36043892188785 ,85.6933025387632  ,89.80110745419569 ,111.53148658562746 ,87.50778822482032  ,84.25213647142724  ,81.48797518652675  ,72.8510981386005   ,79.36000252016126  ,81.2536356109682   ,84.95431713574067  ,84.9427442457565   ,68.18742479372573  ,85.00874543245536  ,82.29697746576116  ,84.87424226465883  ,                   ,88.84964040444957  ,-0.003933819672241399  ,0.32590590536682496 ,0.35884971748794553 ,0.24101696189931818 ,0.028470666960104814 ,0.1738755906123673  ,0.11375161477850848 ,0.18057369004872512 ,0.2656953487816317  ,0.023762342672669627 ,0.07056656134416868  ,0.13895958928047564 ,0.05820094380114182  ,0.06854955253965828 ,0.42193465032179617 ,0.13355999819151582 ,0.2959892008105781  ,0.19273175916120183 ,0.2580328447125618  ,0.21119192500315898 ,0.11214669312100596 ,0.3687133873152613  ,                    ,0.38963978391657217
2018090600 ,37     ,60      ,111.85116271188242 ,87.57660075613805 ,88.96979824637123 ,87.38886199053057 ,107.65589997766031 ,104.10339571791114 ,91.76418473456842 ,86.23263245430931 ,89.73287747531559 ,111.48414237011467 ,87.81841720277131  ,84.49174693424204  ,82.3574483577533   ,73.21714075269534  ,79.70091153807465  ,81.99544194648871  ,85.61392526919906  ,85.75942163984084  ,68.64962927795021  ,85.85658332358678  ,83.08778550424846  ,85.30595407121358  ,                   ,89.48105162546985  ,-0.0045596465411808906 ,0.32507256138626756 ,0.35410057332695233 ,0.23631942910526277 ,0.02582588652392627  ,0.1695862144160076  ,0.11094604373253447 ,0.17931414230259    ,0.2641701645806579  ,0.02081163682868619  ,0.06723472934897118  ,0.13438167126808837 ,0.05563994605516213  ,0.06957535928255376 ,0.4154853433588722  ,0.12939231617284105 ,0.28791027365238986 ,0.19099242745614847 ,0.25324585747920014 ,0.20550466322962133 ,0.10841104943075656 ,0.3622418781163966  ,                    ,0.3814402386708462
2018090600 ,37     ,61      ,111.84155623023135 ,87.63336807403901 ,89.07792206826561 ,87.8440669595847  ,107.80969019526957 ,104.21581693773744 ,92.16972659176113 ,86.79178129293119 ,89.67379606105676 ,111.4381285736619  ,88.13001418359129  ,84.75294980117212  ,83.21799625081103  ,73.56260463034191  ,80.03593255532168  ,82.71138494790182  ,86.24744054173433  ,86.54688960326651  ,69.10369309957319  ,86.72091846838339  ,83.88967636127822  ,85.7516582930033   ,                   ,90.1054360180339   ,-0.005275344482315472  ,0.32449304174731713 ,0.3495862494637391  ,0.23202930966889226 ,0.02346943276028643  ,0.16560614835696913 ,0.10827293564729149 ,0.17802943652013858 ,0.26215399202794093 ,0.018037892661445887 ,0.06392642123456828  ,0.1297991884428537  ,0.05325885240446724  ,0.07047453519582905 ,0.4091409363060171  ,0.12558467421008296 ,0.2799400722560073  ,0.18935113685609942 ,0.24855860010065928 ,0.2001319333091256  ,0.10473343179609039 ,0.35616373707762145 ,                    ,0.3732932793432152
2018090600 ,37     ,62      ,111.81194793044257 ,87.70594335619451 ,89.16903610558992 ,88.29043209770808 ,107.9447196485312  ,104.32162575420304 ,92.5659770109947  ,87.35915807744486 ,89.62474323533652 ,111.39374713151543 ,88.44378327502731  ,85.03951669665109  ,84.0790062976484   ,73.86894340654942  ,80.37279266020313  ,83.39994544362725  ,86.85745851681362  ,87.31493801177436  ,69.57137486064222  ,87.59352144993373  ,84.67379287595425  ,86.17575064947215  ,                   ,90.70989471937446  ,-0.005902802383556735  ,0.32373360570020393 ,0.3451588355998277  ,0.22827600201287293 ,0.021401476198844215 ,0.1617447571272013  ,0.10563465570793383 ,0.17662836507514051 ,0.2601064705604116  ,0.01571068428829459  ,0.060867177088299126 ,0.12556559473423004 ,0.050926512876485405 ,0.07153894626263725 ,0.40312737053722997 ,0.12200517213428975 ,0.27217941659640105 ,0.18778219922239045 ,0.24403740490736625 ,0.1952014025255937  ,0.10126684611023397 ,0.3503770934526997  ,                    ,0.3651317927130954
2018090600 ,37     ,63      ,111.78231881652842 ,87.79440130213315 ,89.23088366703537 ,88.74025580310213 ,108.08059816636842 ,104.42383300760417 ,92.95497834973659 ,87.92670413475078 ,89.59285350964105 ,111.35037494323942 ,88.74839097132973  ,85.34237517200935  ,84.94095125438614  ,74.13547059269267  ,80.69796156037647  ,84.06332018187243  ,87.43402655717053  ,88.0635435353359   ,70.04045973578415  ,88.47992371154034  ,85.46983795468435  ,86.60343007063865  ,                   ,91.29808157896858  ,-0.006441134753984603  ,0.32315530079821747 ,0.34110160522614585 ,0.22467036502735643 ,0.019523708124910805 ,0.15819002279187214 ,0.10324396535206834 ,0.17524537811337199 ,0.25789182571430075 ,0.013651029110758012 ,0.057836103257977674 ,0.12181158022158092 ,0.04875905945970962  ,0.07263369846290757 ,0.39737435434755675 ,0.11888089285105208 ,0.26464707510521945 ,0.18628267910535737 ,0.23957667952125258 ,0.19045784560352114 ,0.09796892422211265 ,0.3450123645350875  ,                    ,0.35705283336024257
2018090600 ,37     ,64      ,111.74272235810258 ,87.89868827235138 ,89.29750556426534 ,89.19024666408318 ,108.21739046936958 ,104.51067888019865 ,93.34551408610915 ,88.5123855739975  ,89.55887504876331 ,111.31782651489382 ,89.05435699616274  ,85.68093895377197  ,85.79376492496411  ,74.39137718848872  ,81.02035546700594  ,84.66906164591644  ,87.96968170909793  ,88.79084693818389  ,70.51325052782633  ,89.37197435438024  ,86.24688516114655  ,87.03081580681638  ,                   ,91.87591468932433  ,-0.0069803770474877284 ,0.32239812949679614 ,0.33715574611137383 ,0.2215632937974783  ,0.017927838743928438 ,0.1548608450645859  ,0.10097979862025905 ,0.17372976623927072 ,0.25556758594748    ,0.011858216941909975 ,0.05493791481579282  ,0.118506515403842   ,0.04675702831977035  ,0.0735964477911505  ,0.3918288968162953  ,0.11600476378304633 ,0.257468363272198   ,0.18473912627697744 ,0.235313306436993   ,0.18602842306008927 ,0.09475383674140767 ,0.3399554696059486  ,                    ,0.3489104891601937
2018090600 ,37     ,65      ,111.69301007672772 ,88.01567417227456 ,89.35316110804364 ,89.6378357614685  ,108.3347889645796  ,104.60170218500271 ,93.73751063475069 ,89.10640661591063 ,89.5641055334111  ,111.27615108368909 ,89.35160043334423  ,86.04375224268175  ,86.6473640683893   ,74.608209333826    ,81.33972707109362  ,85.22694409633611  ,88.46137518714029  ,89.49869328655028  ,70.98730590746489  ,90.27557920057893  ,87.0257232087157   ,87.43623333607184  ,                   ,92.42480294812643  ,-0.007341617579536407  ,0.32171462582266275 ,0.33350056221579577 ,0.21883835125941276 ,0.0165236068074606   ,0.15172624278865737 ,0.09884067115072767 ,0.17210428479779072 ,0.2531296998719018  ,0.01051457610066578  ,0.05217718644279114  ,0.11554712636899558 ,0.044909709157381655 ,0.07472618958899159 ,0.38648776781290023 ,0.11335235303329162 ,0.250516949933707   ,0.183261373709842   ,0.2311067996107569  ,0.18166661765982103 ,0.09171062389051131 ,0.335892194893297   ,                    ,0.3407750195474628
2018090600 ,37     ,66      ,111.6532355106649  ,88.14852522872972 ,89.4259492541175  ,90.06869489450816 ,108.45270489941687 ,104.67841850161855 ,94.1209455966099  ,89.70065997527556 ,89.58203670379459 ,111.23495583673326 ,89.66851008018367  ,86.4393718163199   ,87.47128100125207  ,74.80519366995851  ,81.64283679539804  ,85.74566344719715  ,88.91847783222563  ,90.18525378353159  ,71.46260070834253  ,91.17278980046622  ,87.80623952772376  ,87.82123888900679  ,                   ,92.95430113770959  ,-0.0076129295017716    ,0.32085369365056127 ,0.3300253496134617  ,0.2162965710811673  ,0.01530680886076751  ,0.14890884236100538 ,0.09683537959886829 ,0.17050033630439257 ,0.25077256066005055 ,0.009439618920910301 ,0.04920099309000077  ,0.1128035244422776  ,0.04311321526691014  ,0.07586964204262554 ,0.3812797018001307  ,0.11078601080819375 ,0.2437512347977688  ,0.1817378573756948  ,0.22695617475722268 ,0.1775186599204436  ,0.0888348647386299  ,0.33219309882368825 ,                    ,0.3326030524849965
2018090600 ,37     ,67      ,111.61354846074916 ,88.30991903517973 ,89.51586730853921 ,90.50862500336639 ,108.5709224424293  ,104.74898472061673 ,94.5066521468198  ,90.30499875422178 ,89.63923806012633 ,111.20414380768372 ,89.99666049359833  ,86.82789643887499  ,88.24428196772865  ,74.98233458622104  ,81.94619271204733  ,86.21415313044604  ,89.32363852866719  ,90.85859893262717  ,71.93156886930801  ,92.0698131854301   ,88.58832880238796  ,88.19819159143798  ,                   ,93.46779177877265  ,-0.007974026846511415  ,0.319888492522383   ,0.327084873390684   ,0.21421089573738847 ,0.014184752323624003 ,0.14629838709506696 ,0.09505704236427663 ,0.168898887395802   ,0.2483066629618371  ,0.00863287905907588  ,0.04635164840364384  ,0.1103265417669271  ,0.041034002488340354 ,0.077027606499718   ,0.37638212847555913 ,0.10819789476286051 ,0.23732159544211295 ,0.180040538960237   ,0.22302677524744316 ,0.17334462974468437 ,0.08612226811115983 ,0.3289214605229217  ,                    ,0.32449101510735456
2018090600 ,37     ,68      ,111.56371139398331 ,88.47775596159748 ,89.62559567445005 ,90.94127555736175 ,108.66967424263312 ,104.80477088377228 ,94.89358724381748 ,90.92109216238002 ,89.73821482512342 ,111.16356282523515 ,90.32597190177363  ,87.21802623311306  ,88.97652330811763  ,75.15038788988385  ,82.24218199926361  ,86.64343714327127  ,89.71757074285951  ,91.51251936210696  ,72.41139413103438  ,92.96840968845278  ,89.3502949071798   ,88.54779105093475  ,                   ,93.9747503322036   ,-0.00815686462707823   ,0.3187840525013101  ,0.3244320806770201  ,0.21227605569904032 ,0.013343584951866109 ,0.14400208738847137 ,0.09339809031213674 ,0.1674088670384863  ,0.245843527776092   ,0.00800630607509386  ,0.04363363513923944  ,0.10798563128287207 ,0.03867152181279135  ,0.07832316370276071 ,0.37156493952040043 ,0.10568644970532981 ,0.2312183118325335  ,0.17840697344444162 ,0.2191183167244611  ,0.1692512185006272  ,0.08336429679663084 ,0.32614322640409626 ,                    ,0.3164001326594067
2018090600 ,37     ,69      ,111.52396155087031 ,88.67419974265344 ,89.76441722642664 ,91.36657266199711 ,108.75862908293759 ,104.84555164621912 ,95.26270046560721 ,91.55055270177238 ,89.85955541844173 ,111.11332818343621 ,90.67592899992809  ,87.60968496690306  ,89.65965034506881  ,75.29863013362196  ,82.52857262790869  ,87.04239197080926  ,90.10730159093657  ,92.166680530439    ,72.88467877407433  ,93.85538237096475  ,90.12450998479825  ,88.87280348903145  ,                   ,94.4561744937831   ,-0.008428781737158721  ,0.3175781168573588  ,0.32203238345984914 ,0.2104894362491387  ,0.01259703478577505  ,0.14201845147692366 ,0.09198091550443885 ,0.1661363225467357  ,0.24344020280217726 ,0.007739922840084756 ,0.04092636195011698  ,0.10577908811088745 ,0.03647934555590567  ,0.079634060949854   ,0.36709553822642105 ,0.10312101428380212 ,0.2253015692313356  ,0.17679659243348253 ,0.21542471652723905 ,0.16504358020009    ,0.0808652415683063  ,0.3236008227093181  ,                    ,0.3083921231455799
2018090600 ,1387   ,1       ,52.206084894387544 ,80.24816072658614 ,75.51078399804891 ,70.00274566043821 ,92.90564514602974  ,98.85660574792158  ,70.19680904428634 ,64.22110011514907 ,74.91750996929889 ,114.1212031131814  ,59.80973833749819  ,61.39664893135455  ,44.58755431732044  ,43.866366387016825 ,64.01704772949157  ,47.15924087599376  ,59.23565564759117  ,48.58101069347981  ,50.149102683896544 ,53.81703261979426  ,45.39431352052809  ,                   ,56.236533499140926 ,62.04196160664167  ,0.528625967115184      ,0.5329181983868821  ,0.6645857523235096  ,0.5548743174301921  ,0.13582342280548665  ,0.41513278420168725 ,0.14697397125516987 ,0.3915810501145583  ,0.4008080301770019  ,0.2550312457920441   ,0.09847080918304804  ,0.2511806852090753  ,0.17584148521043644  ,0.09703737808292456 ,0.8198672643969562  ,0.3820026746253793  ,0.7360776101313141  ,0.46650132490326807 ,0.626670501609928   ,0.6273345188531886  ,0.29297600500701654 ,                    ,0.6875436643328829  ,0.789045286501749
2018090600 ,1387   ,2       ,52.197450129292704 ,80.24308069858733 ,75.51078399804891 ,70.00274566043821 ,92.9169075034248   ,98.84745520244819  ,70.20816619169027 ,64.22110011514907 ,74.92141215967568 ,114.12415169454711 ,59.819689902238714 ,61.394164217782134 ,44.58755431732044  ,43.866366387016825 ,64.01704772949157  ,47.14068306675244  ,59.243067104936415 ,48.594440011178236 ,50.31431207916888  ,53.81703261979426  ,45.403887498759396 ,                   ,56.22880578493554  ,62.0490588163914   ,0.528722590099374      ,0.5328108585207648  ,0.6645857523235096  ,0.5548743174301921  ,0.1359154818288342   ,0.41517358560007506 ,0.14709401047552176 ,0.3915810501145583  ,0.4009309250887975  ,0.2554772997433928   ,0.09845437450251959  ,0.25102291457132786 ,0.17584148521043644  ,0.09703737808292456 ,0.8198672643969562  ,0.3821608308143642  ,0.7359642827489372  ,0.4665925664359573  ,0.6196487744428605  ,0.6273345188531886  ,0.2929123975255233  ,                    ,0.687656531895553   ,0.7891588294294887
2018090600 ,1387   ,3       ,52.19386170805912  ,80.251694686156   ,75.51078399804891 ,70.00597831614097 ,92.9196195644386   ,98.84745520244819  ,70.22099187564928 ,64.21728427767714 ,74.9292199345489  ,114.13932889236733 ,59.829641483131084 ,61.394164217782134 ,44.59740014843914  ,43.867336367734936 ,64.01704772949157  ,47.144413242716254 ,59.23635454684901  ,48.59893928883634  ,50.49260143823052  ,53.81926049287559  ,45.41634947901472  ,                   ,56.20700401195567  ,62.05615682589439  ,0.528984667455087      ,0.5327475630885807  ,0.6645857523235096  ,0.5546776480625885  ,0.13612873662112698  ,0.41517358560007506 ,0.14735487808230285 ,0.3914371158419162  ,0.40117667650212235 ,0.25598591119567893  ,0.0984379452892116   ,0.25102291457132786 ,0.17580225944657255  ,0.09726426570771049 ,0.8198672643969562  ,0.38235764331322347 ,0.7358391596247025  ,0.4667763371740469  ,0.6122835449837856  ,0.6270750236689961  ,0.293059627591516   ,                    ,0.6877449053109415  ,0.7892723463845154
2018090600 ,1387   ,4       ,52.19027687222975  ,80.24661612803371 ,75.51078399804891 ,70.00597831614097 ,92.9209771795368   ,98.84745520244819  ,70.22246079425017 ,64.2134697707576  ,74.92001401494797 ,114.14232606706418 ,59.829641483131084 ,61.394164217782134 ,44.608995729561094 ,43.878261132364855 ,64.02387132937214  ,47.144413242716254 ,59.24376760470252  ,48.60344020745857  ,50.68437727742149  ,53.81339331430419  ,45.42592321571461  ,                   ,56.19431021019833  ,62.070298855410705 ,0.5292467808318448     ,0.5326402171500197  ,0.6645857523235096  ,0.5546776480625885  ,0.13623535934668868  ,0.41517358560007506 ,0.14749573940965993 ,0.39129316446588325 ,0.4012287990048487  ,0.2564318693541806   ,0.0984379452892116   ,0.25102291457132786 ,0.17598376733431653  ,0.0974689599145615  ,0.8197530796007776  ,0.38235764331322347 ,0.7357258634144097  ,0.4669600738821844  ,0.6045838333437406  ,0.6269245504806353  ,0.29299603334153024 ,                    ,0.6874699025531241  ,0.789271463690454
2018090600 ,1387   ,5       ,52.186695622543496 ,80.25523098216091 ,75.51865597320969 ,70.014479216802   ,92.92233585096751  ,98.83830482156196  ,70.22246079425017 ,64.22271405040432 ,74.92782727398412 ,114.14788697124446 ,59.83959308016725  ,61.401368062934885 ,44.618841311714945 ,43.899140082694096 ,64.01607923014343  ,47.144413242716254 ,59.244471472028515 ,48.62580076461466  ,50.892715588775566 ,53.8214919897247   ,45.43549713604991  ,                   ,56.19708266449425  ,62.07734288772353  ,0.5295089302010503     ,0.5325769428227596  ,0.664504085999595   ,0.5546024251498188  ,0.1363419789554769   ,0.41521439455326037 ,0.14749573940965993 ,0.39123377984436825 ,0.4014745239443357  ,0.2569625351326037   ,0.09842152154040526  ,0.2508247017574489  ,0.17594452902379862  ,0.0976513380328964  ,0.8194256960967634  ,0.38235764331322347 ,0.7354874497315196  ,0.46695855064082165 ,0.5962862442529535  ,0.6268155499852304  ,0.29293246589175487 ,                    ,0.6869690089631563  ,0.7891571159629893
2018090600 ,1387   ,6       ,52.17954388455307  ,80.26738565569455 ,75.53440143404858 ,70.02621794728029 ,92.92233585096751  ,98.83830482156196  ,70.22393110614074 ,64.22271405040432 ,74.92782727398412 ,114.15093385513761 ,59.85052798430437  ,61.401368062934885 ,44.6385326819778   ,43.920998394845256 ,64.00829399382552  ,47.16296958419816  ,59.25188688978605  ,48.670521879264854 ,51.12671708607937  ,53.82596585292269  ,45.464219997708085 ,                   ,56.20760446772305  ,62.07729133910402  ,0.5300333368022794     ,0.5323430979544077  ,0.664340804420646   ,0.5543306240057934  ,0.1363419789554769   ,0.41521439455326037 ,0.14763659484125025 ,0.39123377984436825 ,0.4014745239443357  ,0.2574084339046758   ,0.0985713778313715   ,0.2508247017574489  ,0.17586610433004166  ,0.09806013552771413 ,0.8190982329192794  ,0.38219942219130415 ,0.7353742130537007  ,0.4669555083570063  ,0.5880026035475675  ,0.6262966672480129  ,0.29274192417951267 ,                    ,0.6863554027205089  ,0.788929302610814
2018090600 ,1387   ,7       ,52.17597339772398  ,80.27954471719431 ,75.5439852006763  ,70.05172731631961 ,92.92369557868435  ,98.8251207942596   ,70.22246079425017 ,64.23195855646938 ,74.93564505627478 ,114.15400343395758 ,59.86047945013471  ,61.41105519367014  ,44.66632288424916  ,43.9717375139987   ,63.9927441199391   ,47.20008580500675  ,59.26743203480306  ,48.73760355208285  ,51.37256076934457  ,53.857026468233464 ,45.51209509569956  ,                   ,56.233627839576556 ,62.09838967316303  ,0.5302955939769711     ,0.5321093239091066  ,0.6640733570615001  ,0.5541052016055765  ,0.13644859544520438  ,0.4151626219131884  ,0.14749573940965993 ,0.39117441231636196 ,0.40172019762735106 ,0.257854308785134    ,0.09855493763056583  ,0.2507842851031361  ,0.17552816331557175  ,0.09817513682220141 ,0.8184430677086574  ,0.38188335318755806 ,0.7349095102822361  ,0.46695095539966236 ,0.5796883582457102  ,0.6251923540573574  ,0.2924248891329198  ,                    ,0.685516806181193   ,0.7883587559772345
2018090600 ,1387   ,8       ,52.1688431920816   ,80.30387599611863 ,75.55529101260878 ,70.07198084826774 ,92.92369557868435  ,98.82108783048282  ,70.22099187564928 ,64.22814647800449 ,74.9395556431982  ,114.1519885941546  ,59.881366884866615 ,61.42794966462742  ,44.71555545892279  ,44.04434696984392  ,63.98406051510017  ,47.25021163973765  ,59.27628868274396  ,48.8761342579382   ,51.644152621569845 ,53.91022630262277  ,45.58870474141594  ,                   ,56.30761404996663  ,62.133589144680826 ,0.5308202159309734     ,0.5316419882611112  ,0.6636201835532317  ,0.5537585695528459  ,0.13644859544520438  ,0.4150700252051098  ,0.14735487808230285 ,0.39103047823480264 ,0.4018430152434275  ,0.25813076691538384  ,0.09868826064840652  ,0.250545786881444   ,0.17533289769823088  ,0.0986972087338515  ,0.8176735504789518  ,0.3816853901247162  ,0.7343198405815915  ,0.46620959442839566 ,0.5714072854249412  ,0.6240230529767569  ,0.2919190181612276  ,                    ,0.6837552044796443  ,0.787332837209884
2018090600 ,1387   ,9       ,52.16172734869887  ,80.34546969182519 ,75.56833794652361 ,70.11776665011514 ,92.93496328078038  ,98.81705571408207  ,70.23088352000137 ,64.23358155980407 ,74.9395556431982  ,114.15709570587367 ,59.91220660266153  ,61.45949235065321  ,44.78448392021504  ,44.13588109463773  ,63.97453008815305  ,47.34674856840753  ,59.30671631442765  ,49.04598862292409  ,51.92992971302773  ,53.95995922904316  ,45.68735601892498  ,                   ,56.39876683049018  ,62.18298481095934  ,0.5313449811660964     ,0.5310488436541295  ,0.6629813983382173  ,0.553187261998314   ,0.136540560805848    ,0.41497742093963275 ,0.1473339724371876  ,0.39082721102129797 ,0.4018430152434275  ,0.2583001595986287   ,0.09880502313652853  ,0.2505823929471322  ,0.17506024710672868  ,0.09894721695936637 ,0.8164619265118843  ,0.38109468155090626 ,0.733629750242069   ,0.46538007740518594 ,0.563539058794148   ,0.6224469058592854  ,0.2914987240780436  ,                    ,0.6815252865160332  ,0.7860804466666068
2018090600 ,1387   ,10      ,52.15462587345441  ,80.39065928327743 ,75.5910398129302  ,70.17861925116509 ,92.95613858159126  ,98.81814610687654  ,70.24077519503894 ,64.24445968330654 ,74.96325766667294 ,114.1499824791927  ,59.973888484906496 ,61.54443354195406  ,44.900918698841785 ,44.26623318060844  ,63.97111613845736  ,47.495307136600346 ,59.38921535093724  ,49.27400125827007  ,52.22622808512979  ,54.069105781397944 ,45.83391429934825  ,                   ,56.52910843096678  ,62.253721173918585 ,0.5318698894519098     ,0.5302860814315096  ,0.6620758068165659  ,0.5521497408500601  ,0.13661785095942508  ,0.41475140778085146 ,0.14731307268014884 ,0.39042077981471485 ,0.40156372009979824 ,0.2584072347839239   ,0.09903818785583308  ,0.25073229421738374 ,0.17437546694021125  ,0.09888190596344193 ,0.8146942136929387  ,0.37984171755508206 ,0.7321517727223442  ,0.46419217238861704 ,0.5563464269285796  ,0.6198624890981164  ,0.2907671682392862  ,                    ,0.678746888305025   ,0.7842623165438016
